Descrição;Placa do Veículo;Última Quilometragem;Quantidade de Baias;Tamanho da baia;Perfil do veículo;Tipo do veículo;Transportadora;Baias Personalizadas
0764;EFH9959;0;28;42;Frota Fixa;;Ambev;Não
puxada;efh9j59;500000;42;28;Frota Fixa;;Fabio Alves da Silveira;Não
0764;EFJ9H81;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EFO0364;0;26;42;Freteiro;;Ambev;Não
CDD GUARULHOS;EFO0564;555555;28;42;Frota Fixa;;Fabio Alves da Silveira;Não
CDD GUARULHOS;EFO0565;55555555;28;42;Frota Fixa;;Fabio Alves da Silveira;Não
Carreta;EFO0568;555555555;26;42;Freteiro;;Ambev;Não
CARRETA;EFO0569;5603;28;42;Freteiro;;Ambev;Não
CDD GUARULHOS;EFO0571;55555555;28;42;Frota Fixa;;Fabio Alves da Silveira;Não
0764;EFO0572;555;26;42;Freteiro;;Ambev;Não
CONSTEL;EFO0575;5555;26;42;Freteiro;;Ambev;Não
0764;EFO0923;99999;26;28;Freteiro;;Ambev;Não
EFO1105;EFO1105;50;28;42;Frota Fixa;;Fabio Alves da Silveira;Não
0764;EFO1106;0;26;42;Freteiro;;Ambev;Não
0764;EFO1108;0;26;42;Freteiro;;Ambev;Não
Carreta;EFO1116;11111;26;42;Freteiro;;Ambev;Não
0764;EFO1432;555555;28;42;Frota Fixa;;Ambev;Não
0764;EFO1463;0;6;42;Frota Fixa;;Ambev;Não
CARRETA;EFO1975;0;28;42;Freteiro;;SUDESTE TRANSPORTES JUNDIAI LTDA;Não
CARRETA;EFO1987;555;28;42;Freteiro;;SUDESTE TRANSPORTES JUNDIAI LTDA;Não
0764;EFO1994;50;26;42;Freteiro;;Ambev;Não
0764;EFO1B16;0;28;42;Frota Fixa;;Ambev;Não
0764;EFO5D38;55;28;28;Frota Fixa;;TAIPASTUR TRANSPORTES TURISTICOS LTD;Não
0764;EFO9238;0;26;42;Freteiro;;Ambev;Não
empurrada;EFO9755;500000;28;28;Freteiro;;Fabio Alves da Silveira;Não
CARRETA;EFO9921;0;22;42;Freteiro;;Syder Transportes Ltda;Não
CARRETA;EFO9922;50;22;42;Freteiro;;Syder Transportes Ltda;Não
0764;EFU4511;0;6;42;Freteiro;;Ambev;Não
CAMINHAO;EFU8350;0;10;42;Frota Fixa;;Ambev;Não
0764;EFU9B83;0;14;42;Frota Fixa;;Ambev;Não
0764;EFV0740;0;10;42;Frota Fixa;;Ambev;Não
0764;EFV0H40;0;10;42;Frota Fixa;;Ambev;Não
0764;EFV5422;99999;28;42;Frota Fixa;;Ambev;Não
0764;EFV5423;0;28;42;Frota Fixa;;Ambev;Não
0764;EFV5522;0;28;42;Frota Fixa;;Ambev;Não
Caminhonete;EFW2058;5555;2;42;Freteiro;;FSR & Souza Transportes - ME;Não
0764;EFW2D58;1;2;42;Freteiro;;FSR & Souza Transportes - ME;Não
0764;EFW3182;555;26;42;Freteiro;;Ambev;Não
CARRETA;EFW3210;8888888;28;42;Frota Fixa;;Fabio Alves da Silveira;Não
carreta;EFW3242;11;22;42;Freteiro;;Ambev;Não
CARRETA;EFW3400;99999;28;42;Frota Fixa;;Fabio Alves da Silveira;Não
GUARULHOS;EFW4081;5555;28;42;Frota Fixa;;Fabio Alves da Silveira;Não
Carreta;EFW4085;5555;26;42;Freteiro;;Ambev;Não
carreta;efw4091;555;28;42;Frota Fixa;;Fabio Alves da Silveira;Não
Carreta;EFW4099;11;26;42;Freteiro;;Ambev;Não
CARRETA;EFW4105;0;26;42;Freteiro;;Ambev;Não
CARRETA;EFW8542;0;26;42;Freteiro;;Ambev;Não
CARRETA;EFW8545;0;26;42;Freteiro;;Ambev;Não
CONSTELATIO;EFW8563;0;26;42;Freteiro;;Ambev;Não
Carreta;EFW8587;555;26;42;Freteiro;;Ambev;Não
0764;EGJ9441;0;6;42;Frota Fixa;;Ambev;Não
carreta;EGK8176;555;28;28;Frota Fixa;;Fabio Alves da Silveira;Não
CARRETA MACROPO PIRAÍ;EGK8265;50000000;28;28;Freteiro;;Fabio Alves da Silveira;Não
0764;EGK8297;0;28;42;Frota Fixa;;Ambev;Não
0764;EGK8467;0;28;42;Frota Fixa;;Ambev;Não
EMPURRADA;EGK8475;5555555;28;28;Frota Fixa;;Fabio Alves da Silveira;Não
0764;EGX1H12;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EHE4254;0;28;28;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EHE4255;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EHE4256;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EHE5254;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EHF3255;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
CARRETA;EHH2250;999999;28;42;Frota Fixa;;Fabio Alves da Silveira;Não
CARRETA;EHH5698;0;28;42;Frota Fixa;;Ambev;Não
0764;EHL4050;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EHL5357;0;28;28;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EHL8E08;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EIJ3617;0;28;42;Frota Fixa;;Ambev;Não
0764;EIJ7871;5154654;28;42;Frota Fixa;;Ambev;Não
0764;EIK7070;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
VUC4;EIS1A46;0;6;42;Freteiro;;FSR & Souza Transportes - ME;Não
0764;EJA1883;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EJE5560;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EJG3489;0;4;42;Freteiro;;Ambev;Não
0764;EJI3617;0;28;42;Frota Fixa;;Ambev;Não
0764;EJK4096;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
CARRETA;EJO5901;0;28;42;Frota Fixa;;Ambev;Não
0764;EJQ2242;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EJV4452;0;28;42;Frota Fixa;;Ambev;Não
0764;EJV4514;55555;26;42;Freteiro;;Ambev;Não
0764;EJV5096;0;28;42;Frota Fixa;;Ambev;Não
empurrada;EJV5097;0;28;28;Frota Fixa;;Fabio Alves da Silveira;Não
PUXADA;EJV8379;500000;28;42;Frota Fixa;;Fabio Alves da Silveira;Não
PUXADA;EJV8396;0;24;42;Frota Fixa;;Fabio Alves da Silveira;Não
PUXADA;EJV8398;555555;24;42;Frota Fixa;;Fabio Alves da Silveira;Não
0764;EJY3714;0;10;42;Frota Fixa;;Ambev;Não
CARRETA;EJY4120;0;26;42;Freteiro;;Ambev;Não
0764;EJY4124;0;42;42;Freteiro;;Ambev;Não
CARRETA AS;EJY5206;0;14;42;Freteiro;;Ambev;Não
CARRETA AS;EJY5208;211605;14;42;Freteiro;;Ambev;Não
CARRETA AS;EJY5217;0;14;42;Freteiro;;Ambev;Não
CARRETA AS;EJY5218;0;14;42;Freteiro;;Ambev;Não
CARRETA AS;EJY5229;0;14;42;Freteiro;;Ambev;Não
0764;EJY5555;0;14;42;Freteiro;;Ambev;Não
0764;EJY7648;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EJY7751;0;28;42;Frota Fixa;;EXPRESSO JMK TRANSPORTES E SERVICOS LTDA;Não
0764;EJY7798;0;28;42;Frota Fixa;;PDV POSITIVA LOGISTICA E TRANSPORTE EIRE;Não
0764;EJZ0587;0;28;28;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
CARRETA;EJZ5583;0;26;42;Freteiro;;Ambev;Não
CARRETA;EJZ5708;0;26;42;Freteiro;;Ambev;Não
carreta;EKG6171;500000;28;28;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
EKH0859;EKH0859;6655;26;42;Frota Fixa;;Ambev;Não
0764;EKH4843;0;28;28;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EKJ4069;0;28;42;Frota Fixa;;UDC SUZANO NEPOMUCENO;Não
0764;EKJ4096;0;28;42;Frota Fixa;;UDC SUZANO NEPOMUCENO;Não
0764;EKL8B41;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EKM9873;0;28;42;Frota Fixa;;Ambev;Não
0764;EKU2897;0;28;42;Frota Fixa;;Ambev;Não
0764;EKU2H55;0;28;42;Frota Fixa;;Ambev;Não
0764;EKU4C84;0;28;42;Frota Fixa;;SOLIT SOLUÇÕES LOGÍSTICAS INTEGRADA LTDA;Não
0764;ELE1184;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;ELE6672;0;42;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;ELI6076;0;4;42;Frota Fixa;;Ambev;Não
0764;ELI6078;0;4;42;Frota Fixa;;Ambev;Não
0764;ELI6079;0;4;42;Frota Fixa;;Ambev;Não
0764;ELI7427;0;28;42;Frota Fixa;;Ambev;Não
0764;ELI7794;0;28;42;Frota Fixa;;Ambev;Não
0764;ELJ6H07;0;6;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;ELO9B77;0;28;42;Frota Fixa;;Ambev;Não
0764;ELU3118;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;ELV6D99;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;ELW0F85;0;28;42;Frota Fixa;;Ambev;Não
0764;ELW0G27;0;28;42;Frota Fixa;;Ambev;Não
0764;ELW1601;0;42;42;Freteiro;;Ambev;Não
0764;ELW1I07;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
Carreta;ELW2373;55555;28;28;Frota Fixa;;IMEDIATO TRANSPORTES;Não
0764;ELW3311;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;ELW3312;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
;ELW4190;0;18;42;Frota Fixa;;Fabio Alves da Silveira;Não
CARRETA;ELW4621;0;26;42;Freteiro;;Ambev;Não
0764;ELW4632;0;28;42;Frota Fixa;;Ambev;Não
CARRETA;ELW4635;0;26;42;Freteiro;;Ambev;Não
CARRETA;ELW4637;0;26;42;Freteiro;;Ambev;Não
0764;ELY7E78;0;28;42;Frota Fixa;;UDC SUZANO NEPOMUCENO;Não
0764;ELY8088;0;28;42;Frota Fixa;;UDC SUZANO NEPOMUCENO;Não
0764;EMA0656;0;42;42;Frota Fixa;;Ambev;Não
0764;EMA1834;0;42;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EMA3332;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
CARRETA;EMA5332;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EMA5998;0;28;42;Frota Fixa;;Ambev;Não
0764;EME1834;0;42;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
H/R4;EMG8E81;555555;2;42;Freteiro;;FSR & Souza Transportes - ME;Não
Furgão;EMO1774;5555;2;42;Freteiro;;FSR & Souza Transportes - ME;Não
0764;EMO5B07;0;28;42;Frota Fixa;;TAIPASTUR TRANSPORTES TURISTICOS LTD;Não
0764;EMO5B27;0;28;42;Frota Fixa;;Ambev;Não
0764;EMP8756;0;28;42;Frota Fixa;;Ambev;Não
MASTER;EMU0103;555555;2;42;Freteiro;;FSR & Souza Transportes - ME;Não
0764;END8191;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;ENE4111;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;ENF0504;0;28;42;Freteiro;;Ambev;Não
0764;ENG0375;999999;28;42;Frota Fixa;;Ambev;Não
0764;ENI2F87;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;ENI5501;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;ENI5502;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;ENN2G52;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;ENP4603;0;10;42;Frota Fixa;;Ambev;Não
0764;ENU0F68;0;28;42;Frota Fixa;;Ambev;Não
0764;ENU8590;0;42;42;Frota Fixa;;Ambev;Não
0764;ENU8D28;0;28;42;Frota Fixa;;Ambev;Não
0764;ENX0H62;0;28;28;Frota Fixa;;TRANSPORTADORA TRANSLECCHI LTDA;Não
0764;EOA0C12;0;26;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EOA0C72;0;14;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EOB7I27;0;28;42;Frota Fixa;;Carsten Serviços e Transportes Eireli;Não
EMPURRADA;EOC0866;500000;28;28;Frota Fixa;;Fabio Alves da Silveira;Não
0764;EOC7122;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EOD0I95;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EOD1993;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
Carreta;EOE4013;5555555;28;28;Frota Fixa;;Fabio Alves da Silveira;Não
EMPURRADA;EOE4427;555;28;28;Frota Fixa;;Fabio Alves da Silveira;Não
EOE4429;EOE4429;5555;28;42;Frota Fixa;;Fabio Alves da Silveira;Não
;EOE4495;0;18;42;Frota Fixa;;Fabio Alves da Silveira;Não
Carreta;EOE4496;5555;28;28;Frota Fixa;;Fabio Alves da Silveira;Não
;EOE8348;0;18;42;Frota Fixa;;Fabio Alves da Silveira;Não
0764;EOF1J63;0;28;42;Frota Fixa;;SOLIT SOLUÇÕES LOGÍSTICAS INTEGRADA LTDA;Não
0764;EOF4293;0;26;42;Freteiro;;Ambev;Não
Carreta;EOF4496;5555;28;28;Frota Fixa;;Fabio Alves da Silveira;Não
0764;EOF4969;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
CARRETA;EOF4978;0;26;42;Freteiro;;Ambev;Não
0764;EOF5076;5555;42;28;Freteiro;;Ambev;Não
empurrada;eof5087;555;28;28;Frota Fixa;;Fabio Alves da Silveira;Não
0764;EOF5243;0;10;42;Freteiro;;Ambev;Não
0764;EOF5306;0;28;42;Frota Fixa;;Ambev;Não
carreta;EOF5310;0;28;42;Frota Fixa;;Ambev;Não
0764;EOF5311;5555;28;28;Freteiro;;Ambev;Não
0764;EOF5313;0;28;42;Frota Fixa;;Ambev;Não
Carreta;EOF5314;0;28;42;Frota Fixa;;Ambev;Não
0764;EOF5D02;5000000;28;28;Frota Fixa;;Fabio Alves da Silveira;Não
0764;EOX7507;0;28;42;Frota Fixa;;Ambev;Não
0764;EPD0323;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
HR64;EPD1D42;3;2;42;Freteiro;;FSR & Souza Transportes - ME;Não
0764;EPE0294;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EPQ3F28;5555;28;28;Freteiro;;Fabio Alves da Silveira;Não
0764;EPR6E66;0;10;42;Frota Fixa;;Ambev;Não
CARRETA;EPT2272;0;26;42;Freteiro;;Ambev;Não
CARRETA;EPU6101;5555;26;42;Freteiro;;Ambev;Não
empurrada;epz8j65;55555;28;28;Frota Fixa;;Fabio Alves da Silveira;Não
0764;EQD1993;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EQH8662;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EQM2E79;2345;2;42;Freteiro;;PDV POSITIVA LOGISTICA E TRANSPORTE EIRE;Não
0764;EQN6D34;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
Fugão;EQO3B86;0;2;42;Freteiro;;FSR & Souza Transportes - ME;Não
0764;EQU0186;0;28;42;Frota Fixa;;Ambev;Não
;EQU0245;0;18;42;Frota Fixa;;Fabio Alves da Silveira;Não
EMPURRADA;EQU0851;5555555;28;28;Frota Fixa;;Fabio Alves da Silveira;Não
CARRETA;EQU3828;50;28;42;Freteiro;;Ambev;Não
CARRETA;EQU3914;0;28;42;Freteiro;;Ambev;Não
0764;EQU3928;0;28;42;Freteiro;;Ambev;Não
0764;EQU4C84;0;28;42;Frota Fixa;;Ambev;Não
0764;EQU6307;4654;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
CARRETA;EQU7671;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EQU9H07;0;28;42;Frota Fixa;;Ambev;Não
0764;EQU9H12;0;28;42;Frota Fixa;;Ambev;Não
0764;EQU9H22;0;28;42;Frota Fixa;;Ambev;Não
0764;EQU9I34;0;42;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EQV8222;1;42;42;Frota Fixa;;Ambev;Não
0764;ERA9523;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;ERC8D35;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;ERC8D36;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
carreta;ERH3380;0;26;42;Freteiro;;Ambev;Não
BONGO;ERI1C43;1234;2;42;Freteiro;;PDV POSITIVA LOGISTICA E TRANSPORTE EIRE;Não
0764;ERK4032;0;42;42;Frota Fixa;;Ambev;Não
0764;ERR9471;0;28;42;Frota Fixa;;UDC SUZANO NEPOMUCENO;Não
0764;ERR9771;0;28;42;Frota Fixa;;Ambev;Não
0764;ERR9H71;0;28;28;Frota Fixa;;UDC SUZANO NEPOMUCENO;Não
0764;ERS7574;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;ERS9E21;0;42;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
CARRETA;ERU4585;0;26;42;Freteiro;;Ambev;Não
0764;ESB0G47;0;28;42;Frota Fixa;;TRANSPORTADORA TRANSLECCHI LT;Não
0764;ESL5H82;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;ESR7574;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;ESR7579;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;ESR9317;0;28;42;Frota Fixa;;Ambev;Não
0764;ESS1B09;0;28;42;Frota Fixa;;SUDESTE TRANSPORTES JUNDIAI LTDA;Não
0764;EST4C08;0;28;42;Frota Fixa;;UDC SUZANO NEPOMUCENO;Não
CARRETA;ESU9956;0;26;42;Freteiro;;Ambev;Não
carreta;ESW4091;0;26;42;Freteiro;;Ambev;Não
0764;ETI1859;0;10;42;Freteiro;;Ambev;Não
0764;ETI1871;2222;10;42;Recarga;;Ambev;Não
0764;ETI1874;2222;12;42;Freteiro;;Ambev;Não
0764;ETO4472;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;ETP5511;0;12;42;Freteiro;;Ambev;Não
0764;EUA1337;0;4;42;Frota Fixa;;Ambev;Não
0764;EUA9974;0;28;42;Frota Fixa;;Ambev;Não
0764;EUB2331;0;42;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EUI5D58;0;28;42;Frota Fixa;;UDC SUZANO NEPOMUCENO;Não
0764;EUL7G67;0;28;42;Frota Fixa;;Ambev;Não
0764;EUM1289;0;28;42;Frota Fixa;;Ambev;Não
0764;EUN1289;0;28;42;Frota Fixa;;Ambev;Não
0764;EUO2529;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EVA1872;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EVA2F01;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EVA2F02;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EVB2854;369882;6;42;Freteiro;;PDV POSITIVA LOGISTICA E TRANSPORTE EIRE;Não
Outros Fret;EVJ4443;0;26;42;Freteiro;;Ambev;Não
0764;EVL8562;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EVO7589;0;28;42;Frota Fixa;;Ambev;Não
0764;EVS9A98;0;4;42;Frota Fixa;;Ambev;Não
0764;EVU0857;0;28;42;Frota Fixa;;Carsten Serviços e Transportes Eireli;Não
2426;EVU3865;1;10;42;Frota Fixa;;PDV POSITIVA LOGISTICA E TRANSPORTE EIRE;Não
0764;EVV4449;0;28;42;Frota Fixa;;Ambev;Não
0764;EVV4499;0;28;42;Frota Fixa;;TRANSPORTADORA TRANSLECCHI LT;Não
0764;EVW4F05;0;28;42;Frota Fixa;;TAIPASTUR TRANSPORTES TURISTICOS LTD;Não
0764;EVX3776;5466545;28;42;Frota Fixa;;Ambev;Não
0764;EWC3706;0;28;42;Frota Fixa;;UDC SUZANO NEPOMUCENO;Não
0764;EWC3708;0;28;42;Frota Fixa;;UDC SUZANO NEPOMUCENO;Não
0764;EWC8620;0;28;42;Frota Fixa;;Ambev;Não
0764;EWF2841;0;28;42;Frota Fixa;;UDC SUZANO NEPOMUCENO;Não
EWI9335;EWI9335;1;10;42;Frota Fixa;;Ambev;Não
MASTER;EWJ8I64;4616;2;42;Freteiro;;FSR & Souza Transportes - ME;Não
EWJ9333;EWJ9333;2222;28;42;Frota Fixa;;Ambev;Não
CARRETA;EWJ9335;0;26;42;Freteiro;;Ambev;Não
carreta;EWJ9355;0;26;42;Freteiro;;Ambev;Não
0764;EWJ9533;0;26;42;Freteiro;;Ambev;Não
CARRETA;EWJ9535;555;26;42;Freteiro;;Ambev;Não
;EWJ9835;0;18;42;Frota Fixa;;Fabio Alves da Silveira;Não
0764;EWL2373;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EWL3311;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EWU1487;0;8;42;Freteiro;;Ambev;Não
0764;EWU5327;0;28;42;Frota Fixa;;Carsten Serviços e Transportes Eireli;Não
0764;EWU7E28;0;28;42;Frota Fixa;;Ambev;Não
0764;EXB9792;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EXJ7F98;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EXL6858;0;28;42;Frota Fixa;;TRANSPORTADORA TRANSLECCHI LT;Não
H/R4;EXM9611;555555;2;42;Freteiro;;FSR & Souza Transportes - ME;Não
0764;EXN0H62;0;28;28;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EXN2237;0;28;42;Frota Fixa;;Ambev;Não
0764;EXN8157;0;42;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EXN8I57;0;42;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EXO0037;0;6;42;Frota Fixa;;Ambev;Não
0764;EXV2701;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EXW9464;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
H/R4;EXZ0H97;55555;2;42;Freteiro;;FSR & Souza Transportes - ME;Não
CARRETA;EYA7444;0;28;42;Frota Fixa;;Ambev;Não
Carreta;EYI9607;5555;26;42;Freteiro;;Ambev;Não
0764;EYK7070;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EYW4D08;0;28;28;Frota Fixa;;UDC SUZANO NEPOMUCENO;Não
0764;EZB9089;0;28;42;Frota Fixa;;Ambev;Não
0764;EZF2322;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EZF2323;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
carreta;EZH5208;0;28;42;Frota Fixa;;Ambev;Não
0764;EZH5280;0;28;42;Frota Fixa;;Ambev;Não
SPRINTER;EZM4421;0;12;42;Recarga;;Ambev;Não
CAMINHONETE;EZM4G90;0;4;42;Freteiro;;FSR & Souza Transportes - ME;Não
0764;EZM9161;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EZO6046;0;28;42;Frota Fixa;;UDC SUZANO NEPOMUCENO;Não
0764;EZP4273;500000;28;28;Frota Fixa;;Ambev;Não
SCANIA;EZP7204;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EZP8J65;55555;28;28;Frota Fixa;;Ambev;Não
0764;EZS8B77;0;42;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EZS9E21;0;42;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EZS9E31;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EZS9R21;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EZT4842;0;28;42;Frota Fixa;;Ambev;Não
EZU4552;EZU4552;6955;6;42;Frota Fixa;;Ambev;Não
EZU4572;EZU4572;9699;32;42;Frota Fixa;;Fabio Alves da Silveira;Não
0764;EZU4583;0;26;42;Freteiro;;Ambev;Não
carreta;EZU4585;0;28;42;Freteiro;;Ambev;Não
EZU4587;EZU4587;5444;28;42;Frota Fixa;;Fabio Alves da Silveira;Não
CARRETA;EZU4789;0;26;42;Freteiro;;Ambev;Não
carreta;EZU4885;0;26;42;Freteiro;;Ambev;Não
EZU5487;EZU5487;0;28;42;Frota Fixa;;Fabio Alves da Silveira;Não
0764;EZX1H12;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EZZ9E37;0;28;42;Frota Fixa;;Ambev;Não
0764;FAB2924;0;26;42;Freteiro;;Ambev;Não
0764;FAB5725;5555;28;28;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;FAC1696;0;26;42;Frota Fixa;;Ambev;Não
0764;FAC6916;6666;28;28;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;FAC6919;5000000;28;28;Freteiro;;Ambev;Não
0764;FAG2852;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
carreta;FAP4833;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;FAT6614;999999;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;FAT6H64;0;28;42;Frota Fixa;;Ambev;Não
VUC4;FAT7233;0;6;42;Freteiro;;Ambev;Não
0764;FAT9H64;0;28;42;Frota Fixa;;Ambev;Não
0764;FAU1746;63676;8;42;Frota Fixa;;Ambev;Não
0764;FAU3694;0;10;42;Freteiro;;Ambev;Não
0764;FAU8443;50000000;28;28;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;FBC9791;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;FBG2H07;500000;28;28;Frota Fixa;;UDC SUZANO NEPOMUCENO;Não
0764;FBI1618;123;28;42;Freteiro;;Syder Transportes Ltda;Não
0764;FBI6440;0;10;42;Frota Fixa;;Ambev;Não
0764;FBS8F57;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
carreta;FBV1775;500000;28;28;Frota Fixa;;Ambev;Não
0764;FBV1882;0;28;28;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;FBW1683;0;28;42;Frota Fixa;;Ambev;Não
0764;FBX2111;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;FBX2410;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;FBX7829;0;28;28;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;FCB1705;0;28;42;Frota Fixa;;Ambev;Não
CARRETA;FCB1792;0;26;42;Freteiro;;Ambev;Não
CARRETA;FCB2117;0;26;42;Freteiro;;Ambev;Não
CARRETA;FCB2150;0;26;42;Freteiro;;Ambev;Não
Caminhonete;FCB5212;0;4;42;Freteiro;;Ambev;Não
0764;FCB7865;0;10;42;Frota Fixa;;Ambev;Não
