Id,OrderPalletsByGroup,AssemblyProductsFromDifferentSubgroups,AllowEmptyBays,DistributeItemsOnEmptyPallets,MinimumQuantityOfSKUsToDistributeOnEmptyPallets,IncludeTopOfPallet,AdjustReassemblesAfterWater,UseBayLessThan35,JoinPalletsWithLessThanOccupancy,OrderPalletByProductGroup,OrderProductsForAutoServiceMap,KegExclusivePallet,JoinDisposables,MinimumPercentageOccupancy,UnbCode,DistributeMixedRouteOnASCalculus,OrderByItemsSequence,CalculusTypeToBeExecuted,ChoppCodes,FolderFilesPath,FolderLoadPath,FolderPromaxXmlPath,FolderResultPath,PackingPalletTopCodes,ReceiverEmails,WaterIsotonicCodes,FolderLasIntegration,VehicleLicensePlateDefault,AllowVehicleWithoutBays,AllowGroupingComplexLoads,MinimumVolumeInComplexLoads,QuantitySkuInComplexLoads,UseItemsExclusiveOfWarehouse,EnableSafeSideRule,WarehouseId
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100_old,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,192
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,30,0,1,469
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,258
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,195
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,196
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,197
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,198
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,199
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,200
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,201
83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,354,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,20,0,1,457
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,203
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,20,0,1,414
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,205
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,20,0,1,206
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,207
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,15,0,1,399
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,20,0,1,448
91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,458,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,20,0,1,210
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,211
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,212
94,0,0,0,0,0,1,0,0,0,0,0,0,0,0,546,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,63,30,0,1,398
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,214
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,20,0,0,NULL
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,42,20,0,1,409
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,20,0,0,218
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,219
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,259
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,20,0,0,NULL
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,222
104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,263
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,224
106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,225
107,0,0,0,0,0,1,0,0,0,0,0,0,0,0,710,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,42,20,0,1,406
108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,20,0,1,420
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,283
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,229
111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,230
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,906,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,488
113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,232
114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,910,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL
115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,913,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,234
116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,921,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,235
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,236
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,237
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,933,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,238
120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,292,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,20,0,1,239
121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,240
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,241
123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,242
124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,243
125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,475,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,30,0,1,244
126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,245
127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,246
128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,247
129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,30,0,1,248
130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,249
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,42,35,0,1,250
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,20,0,0,251
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,15,0,1,252
134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,20,0,1,253
135,0,0,0,0,0,1,0,0,0,0,0,0,0,0,329,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,20,0,1,254
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,956,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,42,30,0,1,401
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,30,0,1,327
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,30,0,1,404
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,42,30,0,1,397
141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,260
